[Log] 5 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:48 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3566424659009 (index.js, line 82)
[Log] Longitude: -75.8013751146791 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 201 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:49 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356690352095164 (index.js, line 82)
[Log] Longitude: -75.8012670136668 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 202 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:50 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35674934343915 (index.js, line 82)
[Log] Longitude: -75.80113384192373 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 203 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:51 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35679216378806 (index.js, line 82)
[Log] Longitude: -75.80103717697057 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 204 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:52 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35683499422778 (index.js, line 82)
[Log] Longitude: -75.8009404884433 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 205 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:53 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356874407590674 (index.js, line 82)
[Log] Longitude: -75.80085151355888 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 206 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:54 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35690729421881 (index.js, line 82)
[Log] Longitude: -75.80077727281605 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 207 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:55 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35693018784695 (index.js, line 82)
[Log] Longitude: -75.8007255911798 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 208 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:56 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35693913839009 (index.js, line 82)
[Log] Longitude: -75.80068503282725 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 209 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:57 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356857826225585 (index.js, line 82)
[Log] Longitude: -75.80055855720275 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 210 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:58 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35683657345008 (index.js, line 82)
[Log] Longitude: -75.80054649872181 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 211 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:39:59 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356824970727374 (index.js, line 82)
[Log] Longitude: -75.80054855596224 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 212 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:00 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356845312827815 (index.js, line 82)
[Log] Longitude: -75.80055821856128 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 213 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:01 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356861505894585 (index.js, line 82)
[Log] Longitude: -75.80056924544603 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 214 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:02 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356854707976204 (index.js, line 82)
[Log] Longitude: -75.80065554014946 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 215 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:03 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35686560445033 (index.js, line 82)
[Log] Longitude: -75.80065864145364 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 216 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:04 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35687520172946 (index.js, line 82)
[Log] Longitude: -75.80065671361591 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 217 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:05 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3568893252363 (index.js, line 82)
[Log] Longitude: -75.8006519359311 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 218 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:06 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35689934161059 (index.js, line 82)
[Log] Longitude: -75.80064070418085 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 219 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:06 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35689624030642 (index.js, line 82)
[Log] Longitude: -75.80063726760055 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 220 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:07 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35689510874949 (index.js, line 82)
[Log] Longitude: -75.80062880187835 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 221 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:08 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356888696593565 (index.js, line 82)
[Log] Longitude: -75.80062368891741 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 222 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:09 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35688257780425 (index.js, line 82)
[Log] Longitude: -75.80062343746032 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 223 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:11 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35687440544866 (index.js, line 82)
[Log] Longitude: -75.80062855042125 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 224 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:11 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35686749037854 (index.js, line 82)
[Log] Longitude: -75.80063399865831 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 225 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:12 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35686241932712 (index.js, line 82)
[Log] Longitude: -75.80063785433377 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 226 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:13 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35685659390442 (index.js, line 82)
[Log] Longitude: -75.80063969835247 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 227 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:14 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356848840643984 (index.js, line 82)
[Log] Longitude: -75.80063911161925 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 228 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:16 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35684209321193 (index.js, line 82)
[Log] Longitude: -75.80063877634312 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 229 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:16 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35683555532746 (index.js, line 82)
[Log] Longitude: -75.80063768669571 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 230 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:17 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35683014899991 (index.js, line 82)
[Log] Longitude: -75.80063223845865 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 231 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:18 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35682805352412 (index.js, line 82)
[Log] Longitude: -75.80062930479254 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 232 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:20 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356827382971865 (index.js, line 82)
[Log] Longitude: -75.8006297238877 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 233 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:20 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3568280116146 (index.js, line 82)
[Log] Longitude: -75.80062997534479 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 234 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:22 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35682608377687 (index.js, line 82)
[Log] Longitude: -75.80062729313578 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 235 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:23 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356824030210596 (index.js, line 82)
[Log] Longitude: -75.80062402419354 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 236 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:24 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356823024382216 (index.js, line 82)
[Log] Longitude: -75.80061991706098 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 237 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:25 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356824030210596 (index.js, line 82)
[Log] Longitude: -75.80061681575681 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 238 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:26 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35682503603898 (index.js, line 82)
[Log] Longitude: -75.80061438500489 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 239 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:27 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35682851452879 (index.js, line 82)
[Log] Longitude: -75.80061346299554 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 240 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:28 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35683392085634 (index.js, line 82)
[Log] Longitude: -75.80061136751975 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 241 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:28 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35683773462228 (index.js, line 82)
[Log] Longitude: -75.80060985877718 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 242 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:29 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35684230275951 (index.js, line 82)
[Log] Longitude: -75.80060667365397 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 243 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:30 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356849930291396 (index.js, line 82)
[Log] Longitude: -75.80059527426566 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 244 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:32 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35685454033814 (index.js, line 82)
[Log] Longitude: -75.80057255930807 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 245 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:33 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35685269631944 (index.js, line 82)
[Log] Longitude: -75.80053810968603 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 246 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:34 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356840039645654 (index.js, line 82)
[Log] Longitude: -75.80049452378954 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 247 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:34 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35681698941193 (index.js, line 82)
[Log] Longitude: -75.80045169226433 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 248 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:35 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35678442571811 (index.js, line 82)
[Log] Longitude: -75.8004087769201 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 249 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:37 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356742809568864 (index.js, line 82)
[Log] Longitude: -75.8003638499191 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 250 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:38 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35659310877822 (index.js, line 82)
[Log] Longitude: -75.80042872584964 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 251 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:38 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356533764903766 (index.js, line 82)
[Log] Longitude: -75.80039595260824 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 252 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:39 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356496313526925 (index.js, line 82)
[Log] Longitude: -75.800353438608 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 253 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:41 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3564464213767 (index.js, line 82)
[Log] Longitude: -75.80032513036713 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 254 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:42 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35641973315822 (index.js, line 82)
[Log] Longitude: -75.80030998793518 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 255 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:43 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356401473033124 (index.js, line 82)
[Log] Longitude: -75.80029962744447 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 256 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:44 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.356372729864376 (index.js, line 82)
[Log] Longitude: -75.80027574177781 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 257 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:45 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35634503802932 (index.js, line 82)
[Log] Longitude: -75.80025620909488 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 258 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:46 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35633901891674 (index.js, line 82)
[Log] Longitude: -75.80024630263485 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 259 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:47 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35633732220164 (index.js, line 82)
[Log] Longitude: -75.80024164776457 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 260 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:48 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.35640049264334 (index.js, line 82)
[Log] Longitude: -75.80001776113714 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 261 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:40:49 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3564025043001 (index.js, line 82)
[Log] Longitude: -75.79997526488806 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
