[Error] Viewport argument key "target-densitydpi" not recognized and ignored. (try.html, line 5)
[Log]  Latitude:45.374293686772674 (try.html, line 34)
[Log] Longitude: -75.76098542645923 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 244 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:18 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.3743838263977 (try.html, line 34)
[Log] Longitude: -75.76077935925241 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 245 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:19 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37447539694806 (try.html, line 34)
[Log] Longitude: -75.76057002072957 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 246 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:20 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37454421195922 (try.html, line 34)
[Log] Longitude: -75.76041270353926 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 247 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:21 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.374639398322266 (try.html, line 34)
[Log] Longitude: -75.76019646050554 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 248 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:22 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.374722466723085 (try.html, line 34)
[Log] Longitude: -75.76000777780791 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 249 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:23 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37480463662146 (try.html, line 34)
[Log] Longitude: -75.75982114703947 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 250 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:24 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.374884320562835 (try.html, line 34)
[Log] Longitude: -75.75964063293213 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 251 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:25 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37496291649447 (try.html, line 34)
[Log] Longitude: -75.7594625837919 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 252 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:26 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37503653467516 (try.html, line 34)
[Log] Longitude: -75.75929473388896 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 253 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:27 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.375123860230744 (try.html, line 34)
[Log] Longitude: -75.75909440820396 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 254 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:28 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37520538463016 (try.html, line 34)
[Log] Longitude: -75.75890738895396 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 255 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:29 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37528185677253 (try.html, line 34)
[Log] Longitude: -75.75873195932218 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 256 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:30 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37535588197924 (try.html, line 34)
[Log] Longitude: -75.75856222512812 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 257 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:31 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37543923670951 (try.html, line 34)
[Log] Longitude: -75.75836927142518 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 258 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:32 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.375517856781485 (try.html, line 34)
[Log] Longitude: -75.75818727738806 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 259 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:33 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37559255952327 (try.html, line 34)
[Log] Longitude: -75.75801460166986 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 260 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:34 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.375667148619925 (try.html, line 34)
[Log] Longitude: -75.7578421927974 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 261 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:35 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37573383448488 (try.html, line 34)
[Log] Longitude: -75.75768805123516 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 262 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:36 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37578851050827 (try.html, line 34)
[Log] Longitude: -75.75756166981591 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 263 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:37 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37587785880773 (try.html, line 34)
[Log] Longitude: -75.7573586349099 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 264 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:38 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37594659908873 (try.html, line 34)
[Log] Longitude: -75.75720245811681 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 265 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:39 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37602155703313 (try.html, line 34)
[Log] Longitude: -75.7570321548701 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 266 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:40 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.376082290499646 (try.html, line 34)
[Log] Longitude: -75.75689416909881 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 267 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:41 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.376157307545284 (try.html, line 34)
[Log] Longitude: -75.75672373095585 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 268 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:42 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37622993853048 (try.html, line 34)
[Log] Longitude: -75.75655871387426 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 269 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:43 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.376302163367946 (try.html, line 34)
[Log] Longitude: -75.75639222242899 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 270 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:44 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37638107759523 (try.html, line 34)
[Log] Longitude: -75.7562088463601 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 271 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:45 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37645245045907 (try.html, line 34)
[Log] Longitude: -75.75604299403494 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 272 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:46 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37652542720481 (try.html, line 34)
[Log] Longitude: -75.75587341503706 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 273 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:47 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37660361595325 (try.html, line 34)
[Log] Longitude: -75.75569360422378 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 274 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:48 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.376678811701446 (try.html, line 34)
[Log] Longitude: -75.75552078902547 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 275 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:49 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37673235208682 (try.html, line 34)
[Log] Longitude: -75.75539774203207 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 276 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:50 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.376796811293026 (try.html, line 34)
[Log] Longitude: -75.75524960106122 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 277 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:51 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37685293736428 (try.html, line 34)
[Log] Longitude: -75.75512061077461 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 278 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:52 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37689991098039 (try.html, line 34)
[Log] Longitude: -75.75501180908759 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 279 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:53 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37695079659598 (try.html, line 34)
[Log] Longitude: -75.75489211158128 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 280 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:54 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37699117030327 (try.html, line 34)
[Log] Longitude: -75.7547971400345 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 281 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:55 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377015957486066 (try.html, line 34)
[Log] Longitude: -75.75473883342056 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 282 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:56 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37702014665906 (try.html, line 34)
[Log] Longitude: -75.75472897944564 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 283 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:57 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377034147940364 (try.html, line 34)
[Log] Longitude: -75.75469604380487 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 284 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:58 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703490978567 (try.html, line 34)
[Log] Longitude: -75.75469425217307 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 285 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:49:59 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703425362124 (try.html, line 34)
[Log] Longitude: -75.75469579562196 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 286 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:00 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.3770330633026 (try.html, line 34)
[Log] Longitude: -75.75469859570148 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 287 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:01 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377033077792035 (try.html, line 34)
[Log] Longitude: -75.75469856165 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 288 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:02 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703458216344 (try.html, line 34)
[Log] Longitude: -75.75469502291526 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 289 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:03 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703449879169 (try.html, line 34)
[Log] Longitude: -75.75469521871128 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 290 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:04 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377034513626114 (try.html, line 34)
[Log] Longitude: -75.75469518400496 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 291 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:05 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703401431556 (try.html, line 34)
[Log] Longitude: -75.75469635878108 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 292 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:06 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703402903499 (try.html, line 34)
[Log] Longitude: -75.75469632407476 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 293 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:07 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703536459294 (try.html, line 34)
[Log] Longitude: -75.75469318217074 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 294 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:08 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377034427264476 (try.html, line 34)
[Log] Longitude: -75.75469538700418 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 295 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:09 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377034442098896 (try.html, line 34)
[Log] Longitude: -75.75469535229786 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 296 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:10 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703445681832 (try.html, line 34)
[Log] Longitude: -75.75469531759154 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 297 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:11 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703408112796 (try.html, line 34)
[Log] Longitude: -75.75469620162039 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 298 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:12 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377034095847385 (try.html, line 34)
[Log] Longitude: -75.75469616691407 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 299 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:13 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703411056682 (try.html, line 34)
[Log] Longitude: -75.75469613220775 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 300 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:14 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703412528624 (try.html, line 34)
[Log] Longitude: -75.75469609750144 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 301 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:15 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703429467464 (try.html, line 34)
[Log] Longitude: -75.75469569936104 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 302 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:16 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703424074174 (try.html, line 34)
[Log] Longitude: -75.75469582574442 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 303 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:17 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703425557616 (try.html, line 34)
[Log] Longitude: -75.7546957910381 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 304 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:18 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377034270295596 (try.html, line 34)
[Log] Longitude: -75.75469575633178 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 305 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:19 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377034285015014 (try.html, line 34)
[Log] Longitude: -75.75469572162547 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 306 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:20 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37703416898454 (try.html, line 34)
[Log] Longitude: -75.75469599469216 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 307 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:21 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37707360403953 (try.html, line 34)
[Log] Longitude: -75.75460323190782 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 308 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:22 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37710359162245 (try.html, line 34)
[Log] Longitude: -75.75453269229911 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 309 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:23 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377124049756645 (try.html, line 34)
[Log] Longitude: -75.75448456838785 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 310 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:24 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377203081396985 (try.html, line 34)
[Log] Longitude: -75.75430338700244 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 311 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:25 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37726695750169 (try.html, line 34)
[Log] Longitude: -75.75415701867314 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 312 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:26 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377331029485575 (try.html, line 34)
[Log] Longitude: -75.75401020112622 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 313 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:27 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37738557499798 (try.html, line 34)
[Log] Longitude: -75.75388521319837 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 314 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:28 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377459260171506 (try.html, line 34)
[Log] Longitude: -75.75371636761702 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 315 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:29 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377543469085225 (try.html, line 34)
[Log] Longitude: -75.75352340769314 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 316 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:30 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377609529238136 (try.html, line 34)
[Log] Longitude: -75.75337203379604 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 317 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:31 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377693488390705 (try.html, line 34)
[Log] Longitude: -75.75317964488931 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 318 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:32 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37777180995205 (try.html, line 34)
[Log] Longitude: -75.75300017459085 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 319 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:33 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37785147384323 (try.html, line 34)
[Log] Longitude: -75.75281820085365 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 320 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:34 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.377938544365655 (try.html, line 34)
[Log] Longitude: -75.75261998586939 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 321 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:35 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37802210906193 (try.html, line 34)
[Log] Longitude: -75.75242975137371 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 322 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:36 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37810316287003 (try.html, line 34)
[Log] Longitude: -75.75224523228826 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 323 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:37 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37818142268756 (try.html, line 34)
[Log] Longitude: -75.75206707493635 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 324 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:38 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37826710358633 (try.html, line 34)
[Log] Longitude: -75.75187116104644 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 325 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:39 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.378347941776646 (try.html, line 34)
[Log] Longitude: -75.75168573239353 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 326 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:40 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.378424264548485 (try.html, line 34)
[Log] Longitude: -75.75151066062972 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 327 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:41 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37850510389403 (try.html, line 34)
[Log] Longitude: -75.75132522870263 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 328 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:42 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37858535390311 (try.html, line 34)
[Log] Longitude: -75.75114114835742 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 329 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:43 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37862865150198 (try.html, line 34)
[Log] Longitude: -75.75104183000803 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 330 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:44 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37871259166253 (try.html, line 34)
[Log] Longitude: -75.75084708565555 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 331 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:45 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.378768973644284 (try.html, line 34)
[Log] Longitude: -75.7507178789865 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 332 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:46 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37881717504707 (try.html, line 34)
[Log] Longitude: -75.75060651332933 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 333 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:47 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37887157814597 (try.html, line 34)
[Log] Longitude: -75.75048081856721 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 334 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:48 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37889994316208 (try.html, line 34)
[Log] Longitude: -75.75041528338033 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 335 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:49 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37892550305715 (try.html, line 34)
[Log] Longitude: -75.75035622871837 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 336 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:50 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37896086091593 (try.html, line 34)
[Log] Longitude: -75.750274536922 (try.html, line 35)
[Log] Accuracy: 10 (try.html, line 36)
[Log] 337 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:51 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37896614156003 (try.html, line 34)
[Log] Longitude: -75.75026233654626 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 338 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:52 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37897041533734 (try.html, line 34)
[Log] Longitude: -75.75025246186215 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 339 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:53 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.378949405221405 (try.html, line 34)
[Log] Longitude: -75.75030100441836 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
[Log] 340 (try.html, line 32)
[Log]  Time:Wed Feb 05 2014 19:50:54 GMT-0500 (EST) (try.html, line 33)
[Log]  Latitude:45.37894716357462 (try.html, line 34)
[Log] Longitude: -75.75030618351775 (try.html, line 35)
[Log] Accuracy: 5 (try.html, line 36)
