[Log] 13 (index.js, line 80)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 409 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:03 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38250014886794 (index.js, line 82)
[Log] Longitude: -75.74057177800569 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 410 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:04 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.382594480614294 (index.js, line 82)
[Log] Longitude: -75.74046890978934 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 411 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:05 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.382689857178036 (index.js, line 82)
[Log] Longitude: -75.74036530488229 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 412 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:06 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38277428298034 (index.js, line 82)
[Log] Longitude: -75.74027359572938 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 413 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:07 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.382858074866554 (index.js, line 82)
[Log] Longitude: -75.7401825748093 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 414 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:08 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38293845851738 (index.js, line 82)
[Log] Longitude: -75.74009445677802 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 415 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:09 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38301074538584 (index.js, line 82)
[Log] Longitude: -75.74001440829306 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 416 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:10 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38307586099586 (index.js, line 82)
[Log] Longitude: -75.73994265920192 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 417 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:11 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38312862383754 (index.js, line 82)
[Log] Longitude: -75.73988491116324 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 418 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:12 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38316927344799 (index.js, line 82)
[Log] Longitude: -75.73984051850857 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 419 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:13 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38319491828272 (index.js, line 82)
[Log] Longitude: -75.73981251181976 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 420 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:14 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.383243747097794 (index.js, line 82)
[Log] Longitude: -75.73986578739782 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 421 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:15 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325418256724 (index.js, line 82)
[Log] Longitude: -75.73985338218112 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 422 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:16 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325531412417 (index.js, line 82)
[Log] Longitude: -75.73985061615308 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 423 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:17 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325430829579 (index.js, line 82)
[Log] Longitude: -75.73985354981919 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 424 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:18 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325279955322 (index.js, line 82)
[Log] Longitude: -75.73985732167561 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 425 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:19 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325095553452 (index.js, line 82)
[Log] Longitude: -75.73985849514206 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 426 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:20 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325015925372 (index.js, line 82)
[Log] Longitude: -75.7398562320282 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 427 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:21 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325015925372 (index.js, line 82)
[Log] Longitude: -75.7398562320282 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 428 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:22 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325015925372 (index.js, line 82)
[Log] Longitude: -75.7398562320282 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 429 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:23 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325015925372 (index.js, line 82)
[Log] Longitude: -75.7398562320282 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 430 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:24 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.383214429455585 (index.js, line 82)
[Log] Longitude: -75.7397912034503 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 431 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:25 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.383214456433464 (index.js, line 82)
[Log] Longitude: -75.73979117398267 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 432 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:26 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325015925372 (index.js, line 82)
[Log] Longitude: -75.7398562320282 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 433 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:27 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325015925372 (index.js, line 82)
[Log] Longitude: -75.7398562320282 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 434 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:28 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325015925372 (index.js, line 82)
[Log] Longitude: -75.7398562320282 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 435 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:29 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325015925372 (index.js, line 82)
[Log] Longitude: -75.7398562320282 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 436 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:30 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325015925372 (index.js, line 82)
[Log] Longitude: -75.7398562320282 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 437 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:31 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.383209814485305 (index.js, line 82)
[Log] Longitude: -75.73979624372441 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 438 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:32 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.383211099764814 (index.js, line 82)
[Log] Longitude: -75.73979483975563 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 439 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:33 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38321040217758 (index.js, line 82)
[Log] Longitude: -75.73979560198495 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 440 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:34 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38321040394545 (index.js, line 82)
[Log] Longitude: -75.73979560002044 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 441 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:35 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3832493210634 (index.js, line 82)
[Log] Longitude: -75.73987224146326 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 442 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:36 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38325028498227 (index.js, line 82)
[Log] Longitude: -75.73987190618713 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 443 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:37 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.383265581955555 (index.js, line 82)
[Log] Longitude: -75.73985204107662 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 444 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:38 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.383291859222 (index.js, line 82)
[Log] Longitude: -75.73981775909265 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 445 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:39 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38329084342251 (index.js, line 82)
[Log] Longitude: -75.73970836847366 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 446 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:40 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38334909039977 (index.js, line 82)
[Log] Longitude: -75.73964577952779 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 447 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:41 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38341111437896 (index.js, line 82)
[Log] Longitude: -75.73957913194818 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 448 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:42 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38345450932323 (index.js, line 82)
[Log] Longitude: -75.73953250210707 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 449 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:43 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38354088652666 (index.js, line 82)
[Log] Longitude: -75.73942587533566 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 450 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:44 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38362953268379 (index.js, line 82)
[Log] Longitude: -75.73934304928116 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 451 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:45 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38372625779143 (index.js, line 82)
[Log] Longitude: -75.73925442690324 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 452 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:46 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38382799202669 (index.js, line 82)
[Log] Longitude: -75.73915804438911 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 453 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:47 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.383953987663034 (index.js, line 82)
[Log] Longitude: -75.7391019445618 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 454 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:48 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38405976728106 (index.js, line 82)
[Log] Longitude: -75.73899817660053 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 455 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:49 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38417476699257 (index.js, line 82)
[Log] Longitude: -75.73889340281089 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 456 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:50 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38429689132178 (index.js, line 82)
[Log] Longitude: -75.738801201876 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 457 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:51 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.384411683856044 (index.js, line 82)
[Log] Longitude: -75.73869338466466 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 458 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:52 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38454309964922 (index.js, line 82)
[Log] Longitude: -75.73862284579263 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 459 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:53 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.384673488365664 (index.js, line 82)
[Log] Longitude: -75.73855196198565 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 460 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:54 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38481581512426 (index.js, line 82)
[Log] Longitude: -75.73847105460118 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 461 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:55 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.384947364044 (index.js, line 82)
[Log] Longitude: -75.73838699066073 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 462 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:56 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3850865166888 (index.js, line 82)
[Log] Longitude: -75.73827251833791 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 463 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:57 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38521781696918 (index.js, line 82)
[Log] Longitude: -75.73814989682432 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 464 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:58 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3853499811238 (index.js, line 82)
[Log] Longitude: -75.73801689697575 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 465 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:52:59 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38549426115552 (index.js, line 82)
[Log] Longitude: -75.73787530191112 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 466 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:00 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38563676486847 (index.js, line 82)
[Log] Longitude: -75.73774378968665 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 467 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:01 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38581305763873 (index.js, line 82)
[Log] Longitude: -75.73760453549767 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 468 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:02 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38597279082499 (index.js, line 82)
[Log] Longitude: -75.73747865339101 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 469 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:03 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.386138680578775 (index.js, line 82)
[Log] Longitude: -75.73732101140195 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 470 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:04 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38628246176459 (index.js, line 82)
[Log] Longitude: -75.7371146689217 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 471 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:05 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38645083830993 (index.js, line 82)
[Log] Longitude: -75.73694540623414 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 472 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:06 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38663109729978 (index.js, line 82)
[Log] Longitude: -75.73675918202318 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 473 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:07 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.386818957512766 (index.js, line 82)
[Log] Longitude: -75.73656657457319 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 474 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:08 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38701344574123 (index.js, line 82)
[Log] Longitude: -75.73636327363953 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 475 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:09 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38721645734489 (index.js, line 82)
[Log] Longitude: -75.73615958040334 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 476 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:10 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38742768185914 (index.js, line 82)
[Log] Longitude: -75.73595293051494 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 477 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:11 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.387648143430596 (index.js, line 82)
[Log] Longitude: -75.73573987197808 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 478 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:12 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38787205206725 (index.js, line 82)
[Log] Longitude: -75.73553300119411 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 479 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:13 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.388098964647355 (index.js, line 82)
[Log] Longitude: -75.73532401995107 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 480 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:14 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.388344355492016 (index.js, line 82)
[Log] Longitude: -75.73509896385958 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 481 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:15 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38857144856447 (index.js, line 82)
[Log] Longitude: -75.73489933339381 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 482 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:16 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38881050013488 (index.js, line 82)
[Log] Longitude: -75.73469198934761 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 483 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:17 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.38904845357361 (index.js, line 82)
[Log] Longitude: -75.73448325806145 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 484 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:18 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.389289776450525 (index.js, line 82)
[Log] Longitude: -75.73430949131685 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 485 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:19 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.389527354247875 (index.js, line 82)
[Log] Longitude: -75.73413263675687 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 486 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:19 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.389802534030586 (index.js, line 82)
[Log] Longitude: -75.73391895471184 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 487 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:21 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.390059747672154 (index.js, line 82)
[Log] Longitude: -75.73372512811358 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 488 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:22 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.39030947782402 (index.js, line 82)
[Log] Longitude: -75.73352649250224 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 489 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:23 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.390590658599315 (index.js, line 82)
[Log] Longitude: -75.73330747061951 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 490 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:24 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.39085409538367 (index.js, line 82)
[Log] Longitude: -75.73309636577729 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 491 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:25 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.39108671462644 (index.js, line 82)
[Log] Longitude: -75.73292919145078 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 492 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:26 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3913449932222 (index.js, line 82)
[Log] Longitude: -75.73272010153472 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 493 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:26 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.391595482210604 (index.js, line 82)
[Log] Longitude: -75.73251528456039 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 494 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:28 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.39165816970922 (index.js, line 82)
[Log] Longitude: -75.73249544729349 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 495 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:29 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.39193762543807 (index.js, line 82)
[Log] Longitude: -75.73230619802199 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 496 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:30 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.39220583649494 (index.js, line 82)
[Log] Longitude: -75.7321257366518 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 497 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:31 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.392461645341115 (index.js, line 82)
[Log] Longitude: -75.73195479127097 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 498 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:32 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.392744254899206 (index.js, line 82)
[Log] Longitude: -75.73176005049528 (index.js, line 83)
[Log] Accuracy: 10 (index.js, line 84)
[Log] 499 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:33 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.39299711884744 (index.js, line 82)
[Log] Longitude: -75.73154849952677 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 500 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:34 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.3932590723135 (index.js, line 82)
[Log] Longitude: -75.73131565768922 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 501 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:35 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.39350870710913 (index.js, line 82)
[Log] Longitude: -75.73110522543777 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 502 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:36 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.39375675591843 (index.js, line 82)
[Log] Longitude: -75.73090311815874 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 503 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:37 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.39400662047874 (index.js, line 82)
[Log] Longitude: -75.73069126974016 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 504 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:38 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.394261078660904 (index.js, line 82)
[Log] Longitude: -75.73048553510341 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 505 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:39 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.394501336517386 (index.js, line 82)
[Log] Longitude: -75.73029223394673 (index.js, line 83)
[Log] Accuracy: 5 (index.js, line 84)
[Log] 506 (index.js, line 80)
[Log]  Time:Wed Feb 05 2014 19:53:40 GMT-0500 (EST) (index.js, line 81)
[Log]  Latitude:45.394747933451605 (index.js, line 82)
